"","actor.followersCount","actor.friendsCount","actor.languages","actor.link","actor.preferredUsername","actor.statusesCount","body","generator.displayName","lat","lon","gnip.klout_score","inReplyTo.link","link","object.actor.displayName","object.actor.followersCount","object.actor.preferredUsername","object.actor.statusesCount","object.twitter_entities.hashtags.text","postedTime","day","hour","min","sec","comboTime","retweetCount","twitter_entities.hashtags.text","twitter_entities.user_mentions.screen_name","verb"
"155096",333,517,"en","http://www.twitter.com/Silvie04","Silvie04","6905","?Old bridge/Madison Park just got power. #Sandy #oldbridge #newjersey? Cc @Solestre04","Twitter for iPhone","13.71493569","-89.20213211","28","","http://twitter.com/Silvie04/statuses/263661734789791744","","","","","","2012-10-31T15:20:30.000Z",31,15,20,30,"10-31 15:20","0","Sandy,oldbridge","Solestre04","post"
"200771",27,25,"en","http://www.twitter.com/elineboshuizen","elineboshuizen","","Wordt lekker stemmen dan als zo veel stembureaus nog zonder stroom zitten. #Sandy #verkiezingen","Twitter for iPhone","52.41916931","4.65385356","22","","http://twitter.com/elineboshuizen/statuses/265408905012707329","","","","","","2012-11-05T11:03:08.000Z",5,11,3,8,"11-05 11:03","","Sandy,verkiezingen","","post"
"164950",2319,2268,"es","http://www.twitter.com/Pipo_Romero","Pipo_Romero","21444","La delgada LINEA entre lo real y la ficci?n : d?a despu?s del ma?ana y ""Sandy""","Twitter for iPhone","20.89951392","-97.58191852","38","","http://twitter.com/Pipo_Romero/statuses/264004008249810946","","","","","","2012-11-01T14:00:35.000Z",1,14,0,35,"11-01 14:00","0","","","post"
"102431",182,242,"en","http://www.twitter.com/harris9joel","harris9joel","1464","Watching my favorite movie on a laptop #heavyweights #sandy","Twitter for iPhone","42.55525734","-70.84097807","38","","http://twitter.com/harris9joel/statuses/263094247148908547","","","","","","2012-10-30T01:45:31.000Z",30,1,45,31,"10-30 01:45","","heavyweights,sandy","","post"
"162172",733,1999,"en","http://www.twitter.com/GQINTULSA","GQINTULSA","3566","#tormenta sandy in MBO #wtf #hardrain #thunder #storm @ Barlovento http://t.co/LsJlP8Xr","Instagram","10.6640426","-71.62651214","41","","http://twitter.com/GQINTULSA/statuses/263830922363817984","","","","","","2012-11-01T02:32:48.000Z",1,2,32,48,"11-01 02:32","","tormenta,wtf","","post"
"145059",105,163,"en","http://www.twitter.com/MrGetWidIt","MrGetWidIt","624","Yoooo what is going on right now I thought sandy is done and gone. There is a hell of a storm going on outside right now","Twitter for iPhone","42.7792557","-71.13013487","42","","http://twitter.com/MrGetWidIt/statuses/263443775555239936","","","","","","2012-10-31T00:54:25.000Z",31,0,54,25,"10-31 00:54","0","","","post"
"8505",312,961,"en","http://www.twitter.com/c0urtneywils0nn","c0urtneywils0nn","2235","Hopefully Sandy comes thru&amp;destroys TomsRiver so they cancel school Monday! That would be the 1 highlight of this terrible week ???? #please","Twitter for iPhone","40.13079182","-74.39313268","41","","http://twitter.com/c0urtneywils0nn/statuses/262162290823008257","","","","","","2012-10-27T12:02:15.000Z",27,12,2,15,"10-27 12:02","","please","","post"
"94210",576,600,"en","http://www.twitter.com/KINGKEN1121","KINGKEN1121","22806","-' sandy needs to move her ass cause she fucking up my wifi !","Twitter for iPhone","40.70125048","-74.08594706","39","","http://twitter.com/KINGKEN1121/statuses/263067581177532417","","","","","","2012-10-29T23:59:33.000Z",29,23,59,33,"10-29 23:59","","","","post"
"193077",472,429,"en","http://www.twitter.com/gekjr","gekjr","4298","Hurricane Sandy canceled my weekend gig, decided last minute movie with Son. (@ Regal Majestic Stadium 20 &amp; IMAX) http://t.co/6f71Mvsb","foursquare","38.99661409","-77.02553734","47","","http://twitter.com/gekjr/statuses/264836855378354176","","","","","","2012-11-03T21:10:01.000Z",3,21,10,1,"11-03 21:10","0","","","post"
"53381",249,210,"en","http://www.twitter.com/davidgelbert","davidgelbert","5498","That was the shittiest walk to class... #ScrewYouSandy","Twitter for iPhone","35.60904458","-77.36823672","43","","http://twitter.com/davidgelbert/statuses/262930378514378754","","","","","","2012-10-29T14:54:21.000Z",29,14,54,21,"10-29 14:54","","ScrewYouSandy","","post"
"164805",3050,1059,"en","http://www.twitter.com/jaimearodriguez","jaimearodriguez","14929","#MorningHeadlines (Weather) Records show towns in Sandy's path did little to prepare for floods.  http://t.co/dVx8FZap (@USATODAY )","Twitter for iPhone","28.41086041","-81.46848924","56","http://twitter.com/USATODAY/statuses/263996549212815360","http://twitter.com/jaimearodriguez/statuses/263998553842675713","","","","","","2012-11-01T13:38:54.000Z",1,13,38,54,"11-01 13:38","","MorningHeadlines","USATODAY","post"
"59764",144,134,"en","http://www.twitter.com/nick_bailey","nick_bailey","4206","Wait so like sandy isn't here yet? I thought I was going to wake up and the city would be wasted and there would be walkers everywhere...","Twitter for iPhone","40.73194456","-73.98930761","41","","http://twitter.com/nick_bailey/statuses/262957744884166656","","","","","","2012-10-29T16:43:06.000Z",29,16,43,6,"10-29 16:43","0","","","post"
"117557",204,202,"es","http://www.twitter.com/marcelinovarela","marcelinovarela","8320","@carlos_mascias suerte en la carrera!!! Y cuidado con sandy!!! Jiji","Twitter for iPhone","40.43133273","-3.70705791","44","http://twitter.com/carlos_mascias/statuses/263171379829039104","http://twitter.com/marcelinovarela/statuses/263189414916812800","","","","","","2012-10-30T08:03:40.000Z",30,8,3,40,"10-30 08:03","","","carlos_mascias","post"
"28765",585,558,"en","http://www.twitter.com/thisisdking","thisisdking","41714","RT @StephUPTDC: Federal Workers..... #sandy http://t.co/0eIhGDDs","Tweetlogix","39.396052","-76.807717","48","","http://twitter.com/thisisdking/statuses/262671635524501504","","","","","","2012-10-28T21:46:12.000Z",28,21,46,12,"10-28 21:46","0","sandy","StephUPTDC","post"
"174086",143,287,"en","http://www.twitter.com/GerriSchmidt1","GerriSchmidt1","5644","#Sandy Wonderful ppl sharing water,electricity,food,showers,dry ice!","Twitter for iPhone","49.31964024","-124.3199112","34","","http://twitter.com/GerriSchmidt1/statuses/264405735528599552","","","","","","2012-11-02T16:36:54.000Z",2,16,36,54,"11-02 16:36","","Sandy","","post"
"89648",15,184,"en","http://www.twitter.com/realrobbo","realrobbo","576","Hurricane Sandy was in Jamaica last wk. Only saw 1 brief news report!!! Thank goodness for the internet","Twitter for Android","51.3786765","-0.1116399","23","","http://twitter.com/realrobbo/statuses/263055597077938176","","","","","","2012-10-29T23:11:56.000Z",29,23,11,56,"10-29 23:11","","","","post"
"111513",170,216,"en","http://www.twitter.com/Kimble09","Kimble09","37841","#Sandy #Brooklyn # Battery #Tunnel @ Brooklyn-Battery Tunnel (Hugh L. Carey Tunnel) http://t.co/b75zXje8","Instagram","40.69495631","-74.01334763","38","","http://twitter.com/Kimble09/statuses/263128863880642561","","","","","","2012-10-30T04:03:04.000Z",30,4,3,4,"10-30 04:03","","Sandy,Brooklyn","","post"
"21273",144,123,"en","http://www.twitter.com/StanDutton","StanDutton","1088","Hey sandy, you're a whore #hurricaneprobs #headinghome @ I'm on a boat http://t.co/fTdYvMqy","Instagram","41.47231375","-70.58872594","39","","http://twitter.com/StanDutton/statuses/262606231254990848","","","","","","2012-10-28T17:26:19.000Z",28,17,26,19,"10-28 17:26","","hurricaneprobs,headinghome","","post"
"119760",455,1606,"ar","http://www.twitter.com/asaadmlaeb","asaadmlaeb","372","???? ??

???? ???? ?? ????? ?????? #?????_?????

(?????? ?? ????? ???????? ??????? ?????????) 

????????

http://t.co/ZDaoQk8a


#?????_?","Twitter for iPhone","21.44407294","39.25465624","35","","http://twitter.com/asaadmlaeb/statuses/263230023329267712","","","","","","2012-10-30T10:45:02.000Z",30,10,45,2,"10-30 10:45","0","?????_?????,?????_?","","post"
"151629",NA,0,"en","http://www.twitter.com/oriykitak","oriykitak","125","#Sandy bgz","dlvr.it","43.3665328","-84.06025337","","","http://twitter.com/oriykitak/statuses/263574825535143936","","","","","","2012-10-31T09:35:10.000Z",31,9,35,10,"10-31 09:35","","Sandy","","post"
"80166",177,154,"en","http://www.twitter.com/g0ldpanda","g0ldpanda","2259","The fact that people on tumblr are taking the piss out of Hurricane Sandy is fucking awful you twats","Twitter for iPhone","51.96436447","-0.49357843","42","","http://twitter.com/g0ldpanda/statuses/263030292506374144","","","","","","2012-10-29T21:31:23.000Z",29,21,31,23,"10-29 21:31","","","","post"
"22584",1343,533,"en","http://www.twitter.com/DJTonyGia","DJTonyGia","5022","#Hurricane #Sandy  @ http://t.co/uNVUPHWp http://t.co/HUHZm44J","Instagram","40.92769241","-74.24333191","48","","http://twitter.com/DJTonyGia/statuses/262620981678460928","","","","","","2012-10-28T18:24:55.000Z",28,18,24,55,"10-28 18:24","","Hurricane,Sandy","","post"
"7725",222,819,"en","http://www.twitter.com/Aadams90","Aadams90","16247","The next 5 days will be among the most eventful of my entire life. #RFootball #ChopKentSt #Sandy #Sixers #SleepingInComputerLabs","Twitter for iPhone","40.8233808","-74.30306442","49","","http://twitter.com/Aadams90/statuses/262042007000711169","","","","","","2012-10-27T04:04:17.000Z",27,4,4,17,"10-27 04:04","0","RFootball,ChopKentSt","","post"
"113567",285,1356,"en","http://www.twitter.com/architextured","architextured","687","#DGrid post-apocalypse #sandy @ Phantasmagoria http://t.co/EmO4wgkW","Instagram","42.37725","-71.099601","52","","http://twitter.com/architextured/statuses/263141235215192064","","","","","","2012-10-30T04:52:14.000Z",30,4,52,14,"10-30 04:52","","DGrid,sandy","","post"
"114358",33,98,"en","http://www.twitter.com/shazimc","shazimc","1140","?@idancohen: The Empire State is the only light in the sky #sandy  @ New York City Marble Cemetery http://t.co/5ZZWeEqR?","Twitter for iPhone","40.60813516","-73.98000852","22","","http://twitter.com/shazimc/statuses/263147299855802368","","","","","","2012-10-30T05:16:19.000Z",30,5,16,19,"10-30 05:16","","sandy","idancohen","post"
"114130",165,256,"en","http://www.twitter.com/DylanDonovan","DylanDonovan","2011","Still burning #toronto #queen &amp; #peter #fire #sandy #hurricanesandy  @ Little Nicky's http://t.co/uOiXaJmc","Instagram","43.64891026","-79.39343302","","","http://twitter.com/DylanDonovan/statuses/263145326163148801","","","","","","2012-10-30T05:08:29.000Z",30,5,8,29,"10-30 05:08","0","toronto,queen","","post"
"85045",26,63,"en","http://www.twitter.com/yanapaskova","yanapaskova","46","aaand, Sandy's 1st visible UES victim has fallen, oddly, without much noise .. http://t.co/7vufRVc7","Twitter for iPhone","40.77107682","-73.95820389","18","","http://twitter.com/yanapaskova/statuses/263043482577420288","","","","","","2012-10-29T22:23:48.000Z",29,22,23,48,"10-29 22:23","","","","post"
"125246",12,68,"ru","http://www.twitter.com/tural1796","tural1796","90","???????? ?????? ???? ??????????? ?? ?????...#Sandy","Twitter for iPhone","53.21379455","50.19360637","15","","http://twitter.com/tural1796/statuses/263277798444109824","","","","","","2012-10-30T13:54:53.000Z",30,13,54,53,"10-30 13:54","","Sandy","","post"
"5731",201,462,"en","http://www.twitter.com/willsmith06","willsmith06","1791","Back home baby. Ready for another derecho-sandy-thing. (@ Ronald Reagan Washington National Airport (DCA)) http://t.co/n7jO6hTf","foursquare","38.8530437","-77.04231262","57","","http://twitter.com/willsmith06/statuses/261923392226205697","","","","","","2012-10-26T20:12:57.000Z",26,20,12,57,"10-26 20:12","0","","","post"
"58757",544,383,"en","http://www.twitter.com/NgawangChoney","NgawangChoney","6435","#Frankenstorm #HurricaneSandy #apocalypse #nyc #yolo (@ Frankenstorm Apocalypse - Hurricane Sandy w/ @val_molina) http://t.co/UcMttd3p","foursquare","40.78470082","-73.78692627","59","","http://twitter.com/NgawangChoney/statuses/262953738443059201","","","","","","2012-10-29T16:27:11.000Z",29,16,27,11,"10-29 16:27","","Frankenstorm,HurricaneSandy","val_molina","post"
"53797",4687,560,"en","http://www.twitter.com/b1g1nj4p4n","b1g1nj4p4n","9322","Blustery #Sandy is blustery, but no rain yet in #Brooklyn  @ Catshit Palace http://t.co/W9vWgk6S","Instagram","40.6600484","-74.0005001","64","","http://twitter.com/b1g1nj4p4n/statuses/262932275329630208","","","","","","2012-10-29T15:01:54.000Z",29,15,1,54,"10-29 15:01","0","Sandy,Brooklyn","","post"
"116113",84,362,"en","http://www.twitter.com/__jenniferlynn","__jenniferlynn","5861","Sharks swimming around Jersey? Crazy shit! #Sandy","Twitter for iPhone","32.69767104","-96.65170484","39","","http://twitter.com/__jenniferlynn/statuses/263166535928012800","","","","","","2012-10-30T06:32:46.000Z",30,6,32,46,"10-30 06:32","","Sandy","","post"
"66547",22,35,"en","http://www.twitter.com/alampe85","alampe85","19","Al-Qaida claiming responsibility for Hurricane Sandy. #terrorism","Twitter for iPhone","38.9368389","-94.79664772","13","","http://twitter.com/alampe85/statuses/262985007168114688","","","","","","2012-10-29T18:31:26.000Z",29,18,31,26,"10-29 18:31","","terrorism","","post"
"150975",216,652,"en","http://www.twitter.com/eveadam026","eveadam026","2011","http://t.co/NNPR05VN After the storm: True scale of Sandy's devastation across Eastern Seaboard emerges as death toll hits  ... #MailOnline","Twitter for Android","41.87219993","-87.62973292","41","","http://twitter.com/eveadam026/statuses/263558032473071617","","","","","","2012-10-31T08:28:26.000Z",31,8,28,26,"10-31 08:28","","MailOnline","","post"
"42853",216,395,"en","http://www.twitter.com/VHOganKnowsBest","VHOganKnowsBest","3428","60 MPH winds &amp; #Bitches be all like ""Babe, lets cuddle and watch movies"" and I'm all like.... #EveryManForThemselves #HurricaneSandy #Sandy","Twitter for iPhone","44.89725347","-68.65145564","41","","http://twitter.com/VHOganKnowsBest/statuses/262779721606119424","","","","","","2012-10-29T04:55:42.000Z",29,4,55,42,"10-29 04:55","","Bitches,EveryManForThemselves","","post"
"76442",162,56,"en","http://www.twitter.com/erinfur","erinfur","17865","When my mom keeps calling the dog Sandy instead of Sadie.... Lmfao","Twitter for iPhone","40.675293","-74.46826173","36","","http://twitter.com/erinfur/statuses/263018617610829824","","","","","","2012-10-29T20:44:59.000Z",29,20,44,59,"10-29 20:44","","","","post"
"33759",NA,87,"en","http://www.twitter.com/claireEpalmer","claireEpalmer","312","The boss c_johnson might be stuck in bama and NYC may be out of bread and water but ma @ Sandy strike zone http://t.co/sMka0MSY","Instagram","40.75460052","-73.97423553","32","","http://twitter.com/claireEpalmer/statuses/262706647502295041","","","","","","2012-10-29T00:05:20.000Z",29,0,5,20,"10-29 00:05","0","","","post"
"120785",6904,6260,"es","http://www.twitter.com/ThinkerInMotion","ThinkerInMotion","39978","Tormenta Sandy rompi? un dique en Nueva Jersey (jefe de Polic?a) - Terra Espa?a http://t.co/2eb3lmPY","dlvr.it","-34.55022168","-58.22040962","60","","http://twitter.com/ThinkerInMotion/statuses/263241428266795009","","","","","","2012-10-30T11:30:21.000Z",30,11,30,21,"10-30 11:30","0","","","post"
"65786",136,102,"en","http://www.twitter.com/GDallAmico","GDallAmico","1651","Aaaaand it's Friday again. #thanksSandy","Twitter for iPhone","40.2677632","-78.83278153","40","","http://twitter.com/GDallAmico/statuses/262982222313824256","","","","","","2012-10-29T18:20:22.000Z",29,18,20,22,"10-29 18:20","","thanksSandy","","post"
"66050",571,365,"en","http://www.twitter.com/Kerrifiersuk","Kerrifiersuk","23255","?@juicy_chay: Sandy ruined me &amp; @Kerrifiersuk tradition? ??","Twitter for iPhone","39.25328643","-76.45101369","42","","http://twitter.com/Kerrifiersuk/statuses/262983169844838402","","","","","","2012-10-29T18:24:08.000Z",29,18,24,8,"10-29 18:24","","","juicy_chay","post"
"102654",37,250,"es","http://www.twitter.com/ANEUDICRU1981","ANEUDICRU1981","376","?@noticias41ny: La Gran Manzana paralizada por el embate del Hurac?n Sandy http://t.co/YqCtPxRI v?a @noticias41NY @uninoticias @univision?","Twitter for iPhone","40.9245322","-74.14301476","18","","http://twitter.com/ANEUDICRU1981/statuses/263094791452119041","","","","","","2012-10-30T01:47:41.000Z",30,1,47,41,"10-30 01:47","","","noticias41ny,UniNoticias","post"
"201446",3,14,"it","http://www.twitter.com/CateGaragnani","CateGaragnani","","Are you coming Sandy? OMG! What a Wind! http://t.co/SsbfVX2a","Twitter for iPhone","44.46784844","11.01003605","","","http://twitter.com/CateGaragnani/statuses/265461630337429504","","","","","","2012-11-05T14:32:39.000Z",5,14,32,39,"11-05 14:32","","","","post"
"55703",14,93,"en","http://www.twitter.com/canonk66","canonk66","463","Winds are picking up. #Sandy #WesternMa","Twitter for Android","42.5860348","-72.6153188","15","","http://twitter.com/canonk66/statuses/262941220588892161","","","","","","2012-10-29T15:37:26.000Z",29,15,37,26,"10-29 15:37","","Sandy,WesternMa","","post"
"15972",28,208,"en","http://www.twitter.com/SalaluiSUI","SalaluiSUI","985","@sandy_ploy ????????????????????????????? ^0^","Twitter for iPhone","13.73192508","100.4677604","29","http://twitter.com/sandy_ploy/statuses/262519736699592704","http://twitter.com/SalaluiSUI/statuses/262519893168095232","","","","","","2012-10-28T11:43:14.000Z",28,11,43,14,"10-28 11:43","","","sandy_ploy","post"
"140947",2,0,"en","http://www.twitter.com/gusgcep","gusgcep","27","Superstorm Sandy xuo","dlvr.it","44.43568282","-119.159375","","","http://twitter.com/gusgcep/statuses/263401414011809793","","","","","","2012-10-30T22:06:05.000Z",30,22,6,5,"10-30 22:06","","","","post"
